County,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Seminole County,0.0044688896528015665,0.011749942961441828,-0.0028188070808433663,-0.028041610131162353,-0.004304327594229829,-0.01577287066246058,-0.02077397910731249,0.002060855861316435,-0.021292039680619435,0.12954264524103842,0.00645655504486764
Spalding County,-0.0007956814777833054,-0.005496135529705626,-0.002700453739029385,0.0028651941877488873,0.0019308352824827235,0.010920314605333159,0.012786138276273507,0.011385199240986799,0.011241905223022375,0.008648163387446672,0.007357631317401747
Stephens County,-0.013818710764048392,-0.0016302449248922768,-0.005831810582792252,-0.00555316569551445,0.0018089582759841516,0.008047105004906685,0.004088785046729049,0.011557106845065057,-0.002530383774872469,0.030095706653342047,0.0024253731343284457
Stewart County,-0.005574684374487604,0.006760098928277003,-0.09023910907304289,0.05886588658865888,0.014790887453247192,0.0268051599932988,0.03263175069342461,0.0165902986253752,0.03341622629779306,-0.20363964505940746,0.008687440982058536
Sumter County,-0.018860402355250216,-0.015128309317663291,-0.007743819226252779,-0.005629297936990296,-0.014924893048988364,-0.009502040816326551,-0.016351288982659695,-0.004189288826328852,-0.01050045434658231,0.005169892180538094,-0.009136128311846514
Talbot County,-0.00421327909341862,-0.030784943098920325,-0.01309649254854739,-0.0032031726662599125,-0.005508798775822443,-0.021234036005539303,-0.0168212545197296,0.004317236968340188,-0.014806559465053382,-0.07385261797026499,0.0019193857965451588
Taliaferro County,0.0011743981209630938,-0.01876832844574783,0.008368200836819994,0.002371072910491989,-0.029568302779420463,-0.015234613040828737,-0.0024752475247524774,-0.001240694789081842,-0.03788819875776395,0.005164622336991664,0.0006422607578677741
Tattnall County,-0.0013741656851197215,0.0008649498722232973,0.006874337117492191,-0.012211298377028723,0.002962202298669059,-0.0016539340001575642,0.0026822341432628516,0.0034618410700235636,-0.007487846949976507,-0.09736540664375715,0.00875196919306842
Taylor County,-0.038405060431492166,-0.009279924820862262,0.0026084894474744935,-0.0003547776726584573,-0.01620726369336334,-0.00721500721500723,-0.00908430232558144,-0.01393472680601393,-0.0019833891161522565,-0.029437336976773087,-0.001919631430765345
Telfair County,-0.016768569526000365,0.007511390222878944,0.015888535810315352,-0.010587102983638075,0.0,-0.02966926070038911,-0.003007518796992459,-0.0015082956259426794,-0.004720543806646549,-0.2119774868778853,-0.003771767915897617
Terrell County,-0.014173228346456734,-0.01757188498402551,-0.006287262872628707,-0.009381477037198604,-0.007157802004184588,-0.015860692102928176,-0.019722754423532107,-0.011151988962979975,-0.003255435414486696,0.0676542633850461,-0.020648967551622377
Thomas County,-0.003419452887537977,-0.001255858805588539,0.005568653867744411,2.2329901971707145e-05,0.0007815291175419237,0.003302170954282868,-0.007650054484399704,-0.006431660802725059,0.0020525081198123907,0.03013932968690214,0.001660621422016284
Tift County,0.022608695652173827,-0.005174927113702599,-0.01873153100349234,0.006869089099054149,0.0020268934150682316,0.0005920371009917602,-0.002637936985355749,0.00264491410208878,0.0022434791183867375,0.01709590928098792,-0.0032891554609654206
Toombs County,-0.0018349970640046953,-0.0010294874623134609,0.0005152741994847165,-0.001949676280164847,0.0007371641295934594,-0.0003683105594637359,-0.010058582955675965,0.0015631978561858606,-0.0024526198439241975,0.007748472656831984,-0.005212183942037596
Towns County,0.004368056214984373,-0.001607261038101493,0.021212121212121238,0.027540801186943575,0.011461059471166823,0.01855817273376159,0.012351086194814398,0.024833434282253153,0.013931104356636359,0.04413356649179789,0.026796395246829974
Treutlen County,-0.010011607661056243,-0.005276271434852653,-0.014881390894356805,0.018994914747233027,-0.0008806693086745865,-0.012780960775672146,0.004613095238095166,0.0042956599022367925,0.01179941002949847,-0.06851311953352768,-0.013145539906103232
Troup County,0.00881300328064416,0.00994811606628132,0.007830337802236409,0.006999811208411311,0.004686981727981987,0.0046507622082507805,0.001900271467352388,-0.00045634100081282103,-0.00045654934299699246,-0.009577641701994044,0.004784688995215225
Turner County,0.0035918733864630514,-0.05536293479476573,-0.028179019654274162,-0.016934697855750525,-0.010038418639236601,-0.0022533800701051154,-0.008531994981179403,0.0018982536066818323,0.0015157256536566521,0.13141631983856739,-0.0005573514658343548
Twiggs County,-0.01636424357119004,-0.03123585332729739,-0.004439252336448596,-0.014433231635766264,-0.005476842481247801,-0.010774572010056271,0.0006051071039574474,-0.010764392839864523,-0.0018339650324000756,-0.021803037726604635,-0.01627848735286752
Union County,-0.005564908342686081,0.0036209734305197028,0.004591884546902847,0.015951492537313428,0.01133963823340367,0.028825638930500608,0.03273914578185666,0.02371186875160225,0.026918742957305675,0.0065024790701455615,0.03048534280868931
Upson County,-0.004916457193553159,-0.013299156729447592,-0.005120289145740031,-0.009801324503311282,0.002713444928533315,0.00022868468193770752,-0.0007621079907023098,0.000991496014948634,0.005828793477846705,0.04961745322324074,0.00028868360277134464
Walker County,-0.0007404611185318766,-0.004911006175081778,0.0022778045468483388,0.00103433707734224,-0.00160083825712376,-0.0013847589061862786,0.00843684771343911,0.006079291328325187,0.0037694045204079707,-0.02949734122604597,0.011800150640220997
Walton County,0.007738371608509764,0.004146632485498625,0.012588531494858612,0.01730027420179403,0.00931964320385581,0.017120613762121817,0.016721180161537896,0.022551948265108424,0.014638844301765541,0.024436288468434153,0.02798167498841808
Ware County,-0.0007987220447284171,-0.01055707158411201,-0.004206596835302001,-0.006294586655476331,-0.005152027027026995,0.009565045136825434,0.0008409250175192007,-5.601456378656611e-05,0.003165000140044283,0.011224033951306778,-0.005107957369263949
Warren County,-0.01781390522310622,-0.023419616129600307,-0.004688063469166948,-0.011050724637681197,-0.015387433595896671,-0.0037209302325581506,-0.017180205415499583,-0.006840205206156136,-0.0013392003061029056,-0.002873563218390829,0.00672430355427478
Washington County,-0.005925293894577188,-0.008583281674693577,-0.01038911067288728,-0.0012636695018225508,0.009002871185945782,-0.018568534773801493,-0.0017691287041132764,0.005169103529759189,-0.0032324419629738976,-0.0208824685534591,-0.00712600993626733
Wayne County,0.007347074468085024,0.0009900663344444283,-0.010616201246249735,-0.003099070278916316,-0.01524267950260727,0.019619823489477328,-0.006491777082362371,0.001038769560701036,0.004786771105308896,0.004597394809607858,0.007461449179240631
Webster County,-0.006112909025530411,0.0007235890014472002,-0.03470715835141003,-0.021722846441947552,0.007656967840734996,-0.009498480243161134,-0.008055235903337121,-0.004253673627223509,-0.0007766990291262488,-0.08666925767586475,0.0072340425531916
Wheeler County,0.03963963963963968,-0.018073780638771964,0.0002521432173474558,0.0063019914292916646,-0.009393787575150303,0.013023138196990747,-0.006739890164752849,-0.008419200804222204,-0.0026612596629070895,-0.055908513341804356,0.005518169582772625
White County,0.007352670857688981,0.008211379146746411,0.007420545862593109,0.006970644245625435,0.012988403211418476,0.014230864067068305,0.022088702115097503,0.015766760678242564,0.02368447462616663,-0.08205614195614519,0.012531149875400605
Whitfield County,0.0016449289468560835,0.00016519449222118787,-0.0022831937508501765,0.0033888071982939305,0.00564834674249548,0.006687833547253996,-0.002185708533849695,0.00022097112003538477,0.0014984295305882078,-0.014750875173835887,0.0011778792333076993
Wilcox County,-0.0069794910340383876,-0.0193555363321799,-0.0016539861065166805,-0.013806052573448246,0.009631537686191072,-0.020077648363838074,-0.006112746207833419,0.0004555808656037108,-0.020150273224043724,0.014406878122458444,0.0009162753407399027
Wilkes County,-0.01530464914813745,-0.013391984359726328,-0.016050728227484434,0.0029201490282952935,-0.0033132530120482118,-0.011987508814344738,0.006117455138662242,-0.0023307661126874546,-0.007719654647028951,-0.021803664653495702,-0.004499790707408913
Wilkinson County,-0.012069689336691836,0.0072240518431956335,-0.012656892732834102,-0.008332443115051769,-0.02186793062587522,-0.0064977973568282055,-0.007537966965968312,0.005808109013738516,-0.007662409772348666,-0.010295434198746678,-0.001469923111714122
Worth County,-0.008113590263691739,-0.007436326454731357,-0.013953923955796976,-0.002279418748219242,-0.015135649690623532,0.0019331142470520035,-0.009646922631680543,-0.010958503798948027,-0.006007780568276999,0.026455288580629288,-0.007963704812008254
